t,u,y
47.60000000,0.67933273,327.85717773
47.62000000,0.67933273,327.85717773
47.64000000,0.67933273,321.42858887
47.66000000,0.67933273,315.00003052
47.68000000,0.89712590,315.00003052
47.70000000,0.89712590,308.57144165
47.72000000,0.89712590,321.42858887
47.74000000,0.89712590,327.85717773
47.76000000,0.89712590,327.85717773
47.78000000,0.89712590,340.71432495
47.80000000,0.89712590,340.71432495
47.82000000,0.89712590,340.71432495
47.84000000,0.67933273,353.57144165
47.86000000,0.67933273,347.14288330
47.88000000,0.67933273,334.28573608
47.90000000,0.67933273,334.28573608
47.92000000,0.67933273,327.85717773
47.94000000,0.67933273,321.42858887
47.96000000,0.67933273,315.00003052
47.98000000,0.67933273,315.00003052
48.00000000,0.67933273,302.14288330
48.02000000,0.67933273,308.57144165
48.04000000,0.67933273,295.71432495
48.06000000,0.67933273,295.71432495
48.08000000,0.67933273,295.71432495
48.10000000,0.67933273,289.28573608
48.12000000,0.67933273,289.28573608
48.14000000,0.67933273,282.85714722
48.16000000,0.67933273,282.85714722
48.18000000,0.67933273,289.28573608
48.20000000,0.67933273,276.42858887
48.22000000,0.67933273,276.42858887
48.24000000,0.67933273,282.85714722
48.26000000,0.67933273,282.85714722
48.28000000,0.67933273,276.42858887
48.30000000,0.67933273,276.42858887
48.32000000,0.89712590,282.85714722
48.34000000,0.89712590,282.85714722
48.36000000,0.89712590,289.28573608
48.38000000,0.89712590,302.14288330
48.40000000,0.89712590,315.00003052
48.42000000,0.89712590,321.42858887
48.44000000,0.89712590,327.85717773
48.46000000,0.89712590,334.28573608
48.48000000,0.67933273,334.28573608
48.50000000,0.67933273,334.28573608
48.52000000,0.67933273,334.28573608
48.54000000,0.67933273,321.42858887
48.56000000,0.67933273,321.42858887
48.58000000,0.67933273,315.00003052
48.60000000,0.67933273,308.57144165
48.62000000,0.67933273,308.57144165
48.64000000,0.67933273,308.57144165
48.66000000,0.67933273,302.14288330
48.68000000,0.67933273,295.71432495
48.70000000,0.67933273,295.71432495
48.72000000,0.67933273,295.71432495
48.74000000,0.67933273,295.71432495
48.76000000,0.67933273,289.28573608
48.78000000,0.67933273,295.71432495
48.80000000,0.67933273,289.28573608
48.82000000,0.67933273,289.28573608
48.84000000,0.67933273,289.28573608
48.86000000,0.67933273,289.28573608
48.88000000,0.67933273,295.71432495
48.90000000,0.67933273,282.85714722
48.92000000,0.67933273,289.28573608
48.94000000,0.67933273,289.28573608
48.96000000,0.89712590,289.28573608
48.98000000,0.89712590,289.28573608
49.00000000,0.89712590,302.14288330
49.02000000,0.89712590,315.00003052
49.04000000,0.89712590,321.42858887
49.06000000,0.89712590,321.42858887
49.08000000,0.89712590,334.28573608
49.10000000,0.89712590,334.28573608
49.12000000,0.67933273,340.71432495
49.14000000,0.67933273,334.28573608
49.16000000,0.67933273,334.28573608
49.18000000,0.67933273,334.28573608
49.20000000,0.67933273,321.42858887
49.22000000,0.67933273,321.42858887
49.24000000,0.67933273,315.00003052
49.26000000,0.67933273,315.00003052
49.28000000,0.89712590,308.57144165
49.30000000,0.89712590,308.57144165
49.32000000,0.89712590,315.00003052
49.34000000,0.89712590,327.85717773
49.36000000,0.89712590,327.85717773
49.38000000,0.89712590,334.28573608
49.40000000,0.89712590,340.71432495
49.42000000,0.89712590,340.71432495
49.44000000,0.89712590,347.14288330
49.46000000,0.89712590,347.14288330
49.48000000,0.89712590,353.57144165
49.50000000,0.89712590,353.57144165
49.52000000,0.89712590,353.57144165
49.54000000,0.89712590,360.00003052
49.56000000,0.89712590,360.00003052
49.58000000,0.89712590,360.00003052
49.60000000,0.67933273,360.00003052
